* Octave data file for xspice model d_source created by CACE
* Format is time value followed by digital state.
4.24805e-07 1s 0s 1s 1s 1s 0s 1s 0s
4.25781e-07 1s 0s 1s 1s 1s 0s 0s 1s
4.26758e-07 1s 0s 1s 1s 1s 0s 0s 0s
4.27734e-07 1s 0s 1s 1s 0s 1s 1s 1s
4.28711e-07 1s 0s 1s 1s 0s 1s 1s 1s
4.29687e-07 1s 0s 1s 1s 0s 1s 1s 0s
4.30664e-07 1s 0s 1s 1s 0s 1s 0s 1s
4.31641e-07 1s 0s 1s 1s 0s 1s 0s 1s
4.32617e-07 1s 0s 1s 1s 0s 1s 0s 0s
4.33594e-07 1s 0s 1s 1s 0s 0s 1s 1s
4.3457e-07 1s 0s 1s 1s 0s 0s 1s 0s
4.35547e-07 1s 0s 1s 1s 0s 0s 1s 0s
4.36523e-07 1s 0s 1s 1s 0s 0s 0s 1s
4.375e-07 1s 0s 1s 1s 0s 0s 0s 0s
4.38477e-07 1s 0s 1s 1s 0s 0s 0s 0s
4.39453e-07 1s 0s 1s 0s 1s 1s 1s 1s
4.4043e-07 1s 0s 1s 0s 1s 1s 1s 0s
4.41406e-07 1s 0s 1s 0s 1s 1s 0s 1s
4.42383e-07 1s 0s 1s 0s 1s 1s 0s 1s
4.43359e-07 1s 0s 1s 0s 1s 1s 0s 0s
4.44336e-07 1s 0s 1s 0s 1s 0s 1s 1s
4.45312e-07 1s 0s 1s 0s 1s 0s 1s 0s
4.46289e-07 1s 0s 1s 0s 1s 0s 1s 0s
4.47266e-07 1s 0s 1s 0s 1s 0s 0s 1s
4.48242e-07 1s 0s 1s 0s 1s 0s 0s 0s
4.49219e-07 1s 0s 1s 0s 0s 1s 1s 1s
4.50195e-07 1s 0s 1s 0s 0s 1s 1s 1s
4.51172e-07 1s 0s 1s 0s 0s 1s 1s 0s
4.52148e-07 1s 0s 1s 0s 0s 1s 0s 1s
4.53125e-07 1s 0s 1s 0s 0s 1s 0s 1s
4.54102e-07 1s 0s 1s 0s 0s 1s 0s 0s
4.55078e-07 1s 0s 1s 0s 0s 0s 1s 1s
4.56055e-07 1s 0s 1s 0s 0s 0s 1s 0s
4.57031e-07 1s 0s 1s 0s 0s 0s 1s 0s
4.58008e-07 1s 0s 1s 0s 0s 0s 0s 1s
4.58984e-07 1s 0s 1s 0s 0s 0s 0s 0s
4.59961e-07 1s 0s 0s 1s 1s 1s 1s 1s
4.60937e-07 1s 0s 0s 1s 1s 1s 1s 0s
4.61914e-07 1s 0s 0s 1s 1s 1s 1s 0s
4.62891e-07 1s 0s 0s 1s 1s 1s 0s 1s
4.63867e-07 1s 0s 0s 1s 1s 1s 0s 0s
4.64844e-07 1s 0s 0s 1s 1s 0s 1s 1s
4.6582e-07 1s 0s 0s 1s 1s 0s 1s 1s
4.66797e-07 1s 0s 0s 1s 1s 0s 1s 0s
4.67773e-07 1s 0s 0s 1s 1s 0s 0s 1s
4.6875e-07 1s 0s 0s 1s 1s 0s 0s 0s
4.69727e-07 1s 0s 0s 1s 1s 0s 0s 0s
4.70703e-07 1s 0s 0s 1s 0s 1s 1s 1s
4.7168e-07 1s 0s 0s 1s 0s 1s 1s 0s
4.72656e-07 1s 0s 0s 1s 0s 1s 0s 1s
4.73633e-07 1s 0s 0s 1s 0s 1s 0s 1s
4.74609e-07 1s 0s 0s 1s 0s 1s 0s 0s
4.75586e-07 1s 0s 0s 1s 0s 0s 1s 1s
4.76562e-07 1s 0s 0s 1s 0s 0s 1s 0s
4.77539e-07 1s 0s 0s 1s 0s 0s 0s 1s
4.78516e-07 1s 0s 0s 1s 0s 0s 0s 1s
4.79492e-07 1s 0s 0s 1s 0s 0s 0s 0s
4.80469e-07 1s 0s 0s 0s 1s 1s 1s 1s
4.81445e-07 1s 0s 0s 0s 1s 1s 1s 0s
4.82422e-07 1s 0s 0s 0s 1s 1s 1s 0s
4.83398e-07 1s 0s 0s 0s 1s 1s 0s 1s
4.84375e-07 1s 0s 0s 0s 1s 1s 0s 0s
4.85352e-07 1s 0s 0s 0s 1s 0s 1s 1s
4.86328e-07 1s 0s 0s 0s 1s 0s 1s 0s
4.87305e-07 1s 0s 0s 0s 1s 0s 1s 0s
4.88281e-07 1s 0s 0s 0s 1s 0s 0s 1s
4.89258e-07 1s 0s 0s 0s 1s 0s 0s 0s
4.90234e-07 1s 0s 0s 0s 0s 1s 1s 1s
4.91211e-07 1s 0s 0s 0s 0s 1s 1s 1s
4.92187e-07 1s 0s 0s 0s 0s 1s 1s 0s
4.93164e-07 1s 0s 0s 0s 0s 1s 0s 1s
4.94141e-07 1s 0s 0s 0s 0s 1s 0s 0s
4.95117e-07 1s 0s 0s 0s 0s 0s 1s 1s
4.96094e-07 1s 0s 0s 0s 0s 0s 1s 1s
4.9707e-07 1s 0s 0s 0s 0s 0s 1s 0s
4.98047e-07 1s 0s 0s 0s 0s 0s 0s 1s
4.99023e-07 1s 0s 0s 0s 0s 0s 0s 0s
5e-07 1s 0s 0s 0s 0s 0s 0s 0s
5.00977e-07 0s 1s 1s 1s 1s 1s 1s 1s
5.01953e-07 0s 1s 1s 1s 1s 1s 1s 0s
5.0293e-07 0s 1s 1s 1s 1s 1s 0s 1s
5.03906e-07 0s 1s 1s 1s 1s 1s 0s 0s
5.04883e-07 0s 1s 1s 1s 1s 1s 0s 0s
5.05859e-07 0s 1s 1s 1s 1s 0s 1s 1s
5.06836e-07 0s 1s 1s 1s 1s 0s 1s 0s
5.07812e-07 0s 1s 1s 1s 1s 0s 0s 1s
5.08789e-07 0s 1s 1s 1s 1s 0s 0s 0s
5.09766e-07 0s 1s 1s 1s 1s 0s 0s 0s
5.10742e-07 0s 1s 1s 1s 0s 1s 1s 1s
5.11719e-07 0s 1s 1s 1s 0s 1s 1s 0s
5.12695e-07 0s 1s 1s 1s 0s 1s 0s 1s
5.13672e-07 0s 1s 1s 1s 0s 1s 0s 1s
5.14648e-07 0s 1s 1s 1s 0s 1s 0s 0s
5.15625e-07 0s 1s 1s 1s 0s 0s 1s 1s
5.16602e-07 0s 1s 1s 1s 0s 0s 1s 0s
5.17578e-07 0s 1s 1s 1s 0s 0s 0s 1s
5.18555e-07 0s 1s 1s 1s 0s 0s 0s 1s
5.19531e-07 0s 1s 1s 1s 0s 0s 0s 0s
5.20508e-07 0s 1s 1s 0s 1s 1s 1s 1s
5.21484e-07 0s 1s 1s 0s 1s 1s 1s 0s
5.22461e-07 0s 1s 1s 0s 1s 1s 1s 0s
5.23438e-07 0s 1s 1s 0s 1s 1s 0s 1s
5.24414e-07 0s 1s 1s 0s 1s 1s 0s 0s
5.25391e-07 0s 1s 1s 0s 1s 0s 1s 1s
5.26367e-07 0s 1s 1s 0s 1s 0s 1s 0s
5.27344e-07 0s 1s 1s 0s 1s 0s 1s 0s
5.2832e-07 0s 1s 1s 0s 1s 0s 0s 1s
5.29297e-07 0s 1s 1s 0s 1s 0s 0s 0s
5.30273e-07 0s 1s 1s 0s 0s 1s 1s 1s
5.3125e-07 0s 1s 1s 0s 0s 1s 1s 1s
5.32227e-07 0s 1s 1s 0s 0s 1s 1s 0s
5.33203e-07 0s 1s 1s 0s 0s 1s 0s 1s
5.3418e-07 0s 1s 1s 0s 0s 1s 0s 0s
5.35156e-07 0s 1s 1s 0s 0s 1s 0s 0s
5.36133e-07 0s 1s 1s 0s 0s 0s 1s 1s
5.37109e-07 0s 1s 1s 0s 0s 0s 1s 0s
5.38086e-07 0s 1s 1s 0s 0s 0s 0s 1s
5.39062e-07 0s 1s 1s 0s 0s 0s 0s 1s
5.40039e-07 0s 1s 1s 0s 0s 0s 0s 0s
5.41016e-07 0s 1s 0s 1s 1s 1s 1s 1s
5.41992e-07 0s 1s 0s 1s 1s 1s 1s 0s
5.42969e-07 0s 1s 0s 1s 1s 1s 0s 1s
5.43945e-07 0s 1s 0s 1s 1s 1s 0s 1s
5.44922e-07 0s 1s 0s 1s 1s 1s 0s 0s
5.45898e-07 0s 1s 0s 1s 1s 0s 1s 1s
5.46875e-07 0s 1s 0s 1s 1s 0s 1s 0s
5.47852e-07 0s 1s 0s 1s 1s 0s 1s 0s
5.48828e-07 0s 1s 0s 1s 1s 0s 0s 1s
5.49805e-07 0s 1s 0s 1s 1s 0s 0s 0s
5.50781e-07 0s 1s 0s 1s 1s 0s 0s 0s
5.51758e-07 0s 1s 0s 1s 0s 1s 1s 1s
5.52734e-07 0s 1s 0s 1s 0s 1s 1s 0s
5.53711e-07 0s 1s 0s 1s 0s 1s 0s 1s
5.54687e-07 0s 1s 0s 1s 0s 1s 0s 1s
5.55664e-07 0s 1s 0s 1s 0s 1s 0s 0s
5.56641e-07 0s 1s 0s 1s 0s 0s 1s 1s
5.57617e-07 0s 1s 0s 1s 0s 0s 1s 0s
5.58594e-07 0s 1s 0s 1s 0s 0s 1s 0s
5.5957e-07 0s 1s 0s 1s 0s 0s 0s 1s
5.60547e-07 0s 1s 0s 1s 0s 0s 0s 0s
5.61523e-07 0s 1s 0s 0s 1s 1s 1s 1s
5.625e-07 0s 1s 0s 0s 1s 1s 1s 1s
5.63477e-07 0s 1s 0s 0s 1s 1s 1s 0s
5.64453e-07 0s 1s 0s 0s 1s 1s 0s 1s
5.6543e-07 0s 1s 0s 0s 1s 1s 0s 1s
5.66406e-07 0s 1s 0s 0s 1s 1s 0s 0s
5.67383e-07 0s 1s 0s 0s 1s 0s 1s 1s
5.68359e-07 0s 1s 0s 0s 1s 0s 1s 0s
5.69336e-07 0s 1s 0s 0s 1s 0s 1s 0s
5.70312e-07 0s 1s 0s 0s 1s 0s 0s 1s
5.71289e-07 0s 1s 0s 0s 1s 0s 0s 0s
5.72266e-07 0s 1s 0s 0s 1s 0s 0s 0s
5.73242e-07 0s 1s 0s 0s 0s 1s 1s 1s
5.74219e-07 0s 1s 0s 0s 0s 1s 1s 0s
5.75195e-07 0s 1s 0s 0s 0s 1s 0s 1s
5.76172e-07 0s 1s 0s 0s 0s 1s 0s 1s
5.77148e-07 0s 1s 0s 0s 0s 1s 0s 0s
5.78125e-07 0s 1s 0s 0s 0s 0s 1s 1s
5.79102e-07 0s 1s 0s 0s 0s 0s 1s 1s
5.80078e-07 0s 1s 0s 0s 0s 0s 1s 0s
5.81055e-07 0s 1s 0s 0s 0s 0s 0s 1s
5.82031e-07 0s 1s 0s 0s 0s 0s 0s 1s
5.83008e-07 0s 1s 0s 0s 0s 0s 0s 0s
5.83984e-07 0s 0s 1s 1s 1s 1s 1s 1s
5.84961e-07 0s 0s 1s 1s 1s 1s 1s 1s
5.85937e-07 0s 0s 1s 1s 1s 1s 1s 0s
5.86914e-07 0s 0s 1s 1s 1s 1s 0s 1s
5.87891e-07 0s 0s 1s 1s 1s 1s 0s 1s
5.88867e-07 0s 0s 1s 1s 1s 1s 0s 0s
5.89844e-07 0s 0s 1s 1s 1s 0s 1s 1s
5.9082e-07 0s 0s 1s 1s 1s 0s 1s 1s
5.91797e-07 0s 0s 1s 1s 1s 0s 1s 0s
5.92773e-07 0s 0s 1s 1s 1s 0s 0s 1s
5.9375e-07 0s 0s 1s 1s 1s 0s 0s 1s
5.94727e-07 0s 0s 1s 1s 1s 0s 0s 0s
5.95703e-07 0s 0s 1s 1s 0s 1s 1s 1s
5.9668e-07 0s 0s 1s 1s 0s 1s 1s 1s
5.97656e-07 0s 0s 1s 1s 0s 1s 1s 0s
5.98633e-07 0s 0s 1s 1s 0s 1s 0s 1s
5.99609e-07 0s 0s 1s 1s 0s 1s 0s 1s
6.00586e-07 0s 0s 1s 1s 0s 1s 0s 0s
6.01563e-07 0s 0s 1s 1s 0s 1s 0s 0s
6.02539e-07 0s 0s 1s 1s 0s 0s 1s 1s
6.03516e-07 0s 0s 1s 1s 0s 0s 1s 0s
6.04492e-07 0s 0s 1s 1s 0s 0s 1s 0s
6.05469e-07 0s 0s 1s 1s 0s 0s 0s 1s
6.06445e-07 0s 0s 1s 1s 0s 0s 0s 0s
6.07422e-07 0s 0s 1s 1s 0s 0s 0s 0s
6.08398e-07 0s 0s 1s 0s 1s 1s 1s 1s
6.09375e-07 0s 0s 1s 0s 1s 1s 1s 1s
6.10352e-07 0s 0s 1s 0s 1s 1s 1s 0s
6.11328e-07 0s 0s 1s 0s 1s 1s 0s 1s
6.12305e-07 0s 0s 1s 0s 1s 1s 0s 1s
6.13281e-07 0s 0s 1s 0s 1s 1s 0s 0s
6.14258e-07 0s 0s 1s 0s 1s 1s 0s 0s
6.15234e-07 0s 0s 1s 0s 1s 0s 1s 1s
6.16211e-07 0s 0s 1s 0s 1s 0s 1s 0s
6.17187e-07 0s 0s 1s 0s 1s 0s 1s 0s
6.18164e-07 0s 0s 1s 0s 1s 0s 0s 1s
6.19141e-07 0s 0s 1s 0s 1s 0s 0s 1s
6.20117e-07 0s 0s 1s 0s 1s 0s 0s 0s
6.21094e-07 0s 0s 1s 0s 1s 0s 0s 0s
6.2207e-07 0s 0s 1s 0s 0s 1s 1s 1s
6.23047e-07 0s 0s 1s 0s 0s 1s 1s 0s
6.24023e-07 0s 0s 1s 0s 0s 1s 1s 0s
6.25e-07 0s 0s 1s 0s 0s 1s 0s 1s
6.25977e-07 0s 0s 1s 0s 0s 1s 0s 1s
6.26953e-07 0s 0s 1s 0s 0s 1s 0s 0s
6.2793e-07 0s 0s 1s 0s 0s 1s 0s 0s
6.28906e-07 0s 0s 1s 0s 0s 0s 1s 1s
6.29883e-07 0s 0s 1s 0s 0s 0s 1s 1s
6.30859e-07 0s 0s 1s 0s 0s 0s 1s 0s
6.31836e-07 0s 0s 1s 0s 0s 0s 1s 0s
6.32812e-07 0s 0s 1s 0s 0s 0s 0s 1s
6.33789e-07 0s 0s 1s 0s 0s 0s 0s 1s
6.34766e-07 0s 0s 1s 0s 0s 0s 0s 0s
6.35742e-07 0s 0s 0s 1s 1s 1s 1s 1s
6.36719e-07 0s 0s 0s 1s 1s 1s 1s 1s
6.37695e-07 0s 0s 0s 1s 1s 1s 1s 0s
6.38672e-07 0s 0s 0s 1s 1s 1s 1s 0s
6.39648e-07 0s 0s 0s 1s 1s 1s 0s 1s
6.40625e-07 0s 0s 0s 1s 1s 1s 0s 1s
6.41602e-07 0s 0s 0s 1s 1s 1s 0s 0s
6.42578e-07 0s 0s 0s 1s 1s 1s 0s 0s
6.43555e-07 0s 0s 0s 1s 1s 0s 1s 1s
6.44531e-07 0s 0s 0s 1s 1s 0s 1s 1s
6.45508e-07 0s 0s 0s 1s 1s 0s 1s 1s
6.46484e-07 0s 0s 0s 1s 1s 0s 1s 0s
6.47461e-07 0s 0s 0s 1s 1s 0s 1s 0s
6.48437e-07 0s 0s 0s 1s 1s 0s 0s 1s
6.49414e-07 0s 0s 0s 1s 1s 0s 0s 1s
6.50391e-07 0s 0s 0s 1s 1s 0s 0s 0s
6.51367e-07 0s 0s 0s 1s 1s 0s 0s 0s
6.52344e-07 0s 0s 0s 1s 0s 1s 1s 1s
6.5332e-07 0s 0s 0s 1s 0s 1s 1s 1s
6.54297e-07 0s 0s 0s 1s 0s 1s 1s 0s
6.55273e-07 0s 0s 0s 1s 0s 1s 1s 0s
6.5625e-07 0s 0s 0s 1s 0s 1s 0s 1s
6.57227e-07 0s 0s 0s 1s 0s 1s 0s 1s
6.58203e-07 0s 0s 0s 1s 0s 1s 0s 1s
6.5918e-07 0s 0s 0s 1s 0s 1s 0s 0s
6.60156e-07 0s 0s 0s 1s 0s 1s 0s 0s
6.61133e-07 0s 0s 0s 1s 0s 0s 1s 1s
6.62109e-07 0s 0s 0s 1s 0s 0s 1s 1s
6.63086e-07 0s 0s 0s 1s 0s 0s 1s 1s
6.64062e-07 0s 0s 0s 1s 0s 0s 1s 0s
6.65039e-07 0s 0s 0s 1s 0s 0s 1s 0s
6.66016e-07 0s 0s 0s 1s 0s 0s 0s 1s
6.66992e-07 0s 0s 0s 1s 0s 0s 0s 1s
6.67969e-07 0s 0s 0s 1s 0s 0s 0s 1s
6.68945e-07 0s 0s 0s 1s 0s 0s 0s 0s
6.69922e-07 0s 0s 0s 1s 0s 0s 0s 0s
6.70898e-07 0s 0s 0s 0s 1s 1s 1s 1s
6.71875e-07 0s 0s 0s 0s 1s 1s 1s 1s
6.72852e-07 0s 0s 0s 0s 1s 1s 1s 1s
6.73828e-07 0s 0s 0s 0s 1s 1s 1s 0s
6.74805e-07 0s 0s 0s 0s 1s 1s 1s 0s
6.75781e-07 0s 0s 0s 0s 1s 1s 1s 0s
6.76758e-07 0s 0s 0s 0s 1s 1s 0s 1s
6.77734e-07 0s 0s 0s 0s 1s 1s 0s 1s
6.78711e-07 0s 0s 0s 0s 1s 1s 0s 1s
6.79688e-07 0s 0s 0s 0s 1s 1s 0s 0s
6.80664e-07 0s 0s 0s 0s 1s 1s 0s 0s
6.81641e-07 0s 0s 0s 0s 1s 1s 0s 0s
6.82617e-07 0s 0s 0s 0s 1s 0s 1s 1s
6.83594e-07 0s 0s 0s 0s 1s 0s 1s 1s
6.8457e-07 0s 0s 0s 0s 1s 0s 1s 1s
6.85547e-07 0s 0s 0s 0s 1s 0s 1s 0s
6.86523e-07 0s 0s 0s 0s 1s 0s 1s 0s
6.875e-07 0s 0s 0s 0s 1s 0s 1s 0s
6.88477e-07 0s 0s 0s 0s 1s 0s 0s 1s
6.89453e-07 0s 0s 0s 0s 1s 0s 0s 1s
6.9043e-07 0s 0s 0s 0s 1s 0s 0s 1s
6.91406e-07 0s 0s 0s 0s 1s 0s 0s 1s
6.92383e-07 0s 0s 0s 0s 1s 0s 0s 0s
6.93359e-07 0s 0s 0s 0s 1s 0s 0s 0s
6.94336e-07 0s 0s 0s 0s 1s 0s 0s 0s
6.95312e-07 0s 0s 0s 0s 0s 1s 1s 1s
6.96289e-07 0s 0s 0s 0s 0s 1s 1s 1s
6.97266e-07 0s 0s 0s 0s 0s 1s 1s 1s
6.98242e-07 0s 0s 0s 0s 0s 1s 1s 1s
6.99219e-07 0s 0s 0s 0s 0s 1s 1s 0s
7.00195e-07 0s 0s 0s 0s 0s 1s 1s 0s
7.01172e-07 0s 0s 0s 0s 0s 1s 1s 0s
7.02148e-07 0s 0s 0s 0s 0s 1s 1s 0s
7.03125e-07 0s 0s 0s 0s 0s 1s 0s 1s
7.04102e-07 0s 0s 0s 0s 0s 1s 0s 1s
7.05078e-07 0s 0s 0s 0s 0s 1s 0s 1s
7.06055e-07 0s 0s 0s 0s 0s 1s 0s 1s
7.07031e-07 0s 0s 0s 0s 0s 1s 0s 1s
7.08008e-07 0s 0s 0s 0s 0s 1s 0s 0s
7.08984e-07 0s 0s 0s 0s 0s 1s 0s 0s
7.09961e-07 0s 0s 0s 0s 0s 1s 0s 0s
7.10937e-07 0s 0s 0s 0s 0s 1s 0s 0s
7.11914e-07 0s 0s 0s 0s 0s 1s 0s 0s
7.12891e-07 0s 0s 0s 0s 0s 0s 1s 1s
7.13867e-07 0s 0s 0s 0s 0s 0s 1s 1s
7.14844e-07 0s 0s 0s 0s 0s 0s 1s 1s
7.1582e-07 0s 0s 0s 0s 0s 0s 1s 1s
7.16797e-07 0s 0s 0s 0s 0s 0s 1s 1s
7.17773e-07 0s 0s 0s 0s 0s 0s 1s 1s
7.1875e-07 0s 0s 0s 0s 0s 0s 1s 0s
7.19727e-07 0s 0s 0s 0s 0s 0s 1s 0s
7.20703e-07 0s 0s 0s 0s 0s 0s 1s 0s
7.2168e-07 0s 0s 0s 0s 0s 0s 1s 0s
7.22656e-07 0s 0s 0s 0s 0s 0s 1s 0s
7.23633e-07 0s 0s 0s 0s 0s 0s 1s 0s
7.24609e-07 0s 0s 0s 0s 0s 0s 1s 0s
7.25586e-07 0s 0s 0s 0s 0s 0s 0s 1s
7.26562e-07 0s 0s 0s 0s 0s 0s 0s 1s
7.27539e-07 0s 0s 0s 0s 0s 0s 0s 1s
7.28516e-07 0s 0s 0s 0s 0s 0s 0s 1s
7.29492e-07 0s 0s 0s 0s 0s 0s 0s 1s
7.30469e-07 0s 0s 0s 0s 0s 0s 0s 1s
7.31445e-07 0s 0s 0s 0s 0s 0s 0s 1s
7.32422e-07 0s 0s 0s 0s 0s 0s 0s 1s
7.33398e-07 0s 0s 0s 0s 0s 0s 0s 1s
7.34375e-07 0s 0s 0s 0s 0s 0s 0s 1s
7.35352e-07 0s 0s 0s 0s 0s 0s 0s 1s
7.36328e-07 0s 0s 0s 0s 0s 0s 0s 0s
7.37305e-07 0s 0s 0s 0s 0s 0s 0s 0s
7.38281e-07 0s 0s 0s 0s 0s 0s 0s 0s
7.39258e-07 0s 0s 0s 0s 0s 0s 0s 0s
7.40234e-07 0s 0s 0s 0s 0s 0s 0s 0s
7.41211e-07 0s 0s 0s 0s 0s 0s 0s 0s
7.42187e-07 0s 0s 0s 0s 0s 0s 0s 0s
7.43164e-07 0s 0s 0s 0s 0s 0s 0s 0s
7.44141e-07 0s 0s 0s 0s 0s 0s 0s 0s
7.45117e-07 0s 0s 0s 0s 0s 0s 0s 0s
7.46094e-07 0s 0s 0s 0s 0s 0s 0s 0s
7.4707e-07 0s 0s 0s 0s 0s 0s 0s 0s
7.48047e-07 0s 0s 0s 0s 0s 0s 0s 0s
7.49023e-07 0s 0s 0s 0s 0s 0s 0s 0s
7.5e-07 0s 0s 0s 0s 0s 0s 0s 0s
7.50977e-07 0s 0s 0s 0s 0s 0s 0s 0s
7.51953e-07 0s 0s 0s 0s 0s 0s 0s 0s
7.5293e-07 0s 0s 0s 0s 0s 0s 0s 0s
7.53906e-07 0s 0s 0s 0s 0s 0s 0s 0s
7.54883e-07 0s 0s 0s 0s 0s 0s 0s 0s
7.55859e-07 0s 0s 0s 0s 0s 0s 0s 0s
7.56836e-07 0s 0s 0s 0s 0s 0s 0s 0s
7.57812e-07 0s 0s 0s 0s 0s 0s 0s 0s
7.58789e-07 0s 0s 0s 0s 0s 0s 0s 0s
7.59766e-07 0s 0s 0s 0s 0s 0s 0s 0s
7.60742e-07 0s 0s 0s 0s 0s 0s 0s 0s
7.61719e-07 0s 0s 0s 0s 0s 0s 0s 0s
7.62695e-07 0s 0s 0s 0s 0s 0s 0s 0s
7.63672e-07 0s 0s 0s 0s 0s 0s 0s 0s
7.64648e-07 0s 0s 0s 0s 0s 0s 0s 1s
7.65625e-07 0s 0s 0s 0s 0s 0s 0s 1s
7.66602e-07 0s 0s 0s 0s 0s 0s 0s 1s
7.67578e-07 0s 0s 0s 0s 0s 0s 0s 1s
7.68555e-07 0s 0s 0s 0s 0s 0s 0s 1s
7.69531e-07 0s 0s 0s 0s 0s 0s 0s 1s
7.70508e-07 0s 0s 0s 0s 0s 0s 0s 1s
7.71484e-07 0s 0s 0s 0s 0s 0s 0s 1s
7.72461e-07 0s 0s 0s 0s 0s 0s 0s 1s
7.73437e-07 0s 0s 0s 0s 0s 0s 0s 1s
7.74414e-07 0s 0s 0s 0s 0s 0s 0s 1s
7.75391e-07 0s 0s 0s 0s 0s 0s 1s 0s
7.76367e-07 0s 0s 0s 0s 0s 0s 1s 0s
7.77344e-07 0s 0s 0s 0s 0s 0s 1s 0s
7.7832e-07 0s 0s 0s 0s 0s 0s 1s 0s
7.79297e-07 0s 0s 0s 0s 0s 0s 1s 0s
7.80273e-07 0s 0s 0s 0s 0s 0s 1s 0s
7.8125e-07 0s 0s 0s 0s 0s 0s 1s 0s
7.82227e-07 0s 0s 0s 0s 0s 0s 1s 1s
7.83203e-07 0s 0s 0s 0s 0s 0s 1s 1s
7.8418e-07 0s 0s 0s 0s 0s 0s 1s 1s
7.85156e-07 0s 0s 0s 0s 0s 0s 1s 1s
7.86133e-07 0s 0s 0s 0s 0s 0s 1s 1s
7.87109e-07 0s 0s 0s 0s 0s 0s 1s 1s
7.88086e-07 0s 0s 0s 0s 0s 1s 0s 0s
7.89063e-07 0s 0s 0s 0s 0s 1s 0s 0s
7.90039e-07 0s 0s 0s 0s 0s 1s 0s 0s
7.91016e-07 0s 0s 0s 0s 0s 1s 0s 0s
7.91992e-07 0s 0s 0s 0s 0s 1s 0s 0s
7.92969e-07 0s 0s 0s 0s 0s 1s 0s 1s
7.93945e-07 0s 0s 0s 0s 0s 1s 0s 1s
7.94922e-07 0s 0s 0s 0s 0s 1s 0s 1s
7.95898e-07 0s 0s 0s 0s 0s 1s 0s 1s
7.96875e-07 0s 0s 0s 0s 0s 1s 0s 1s
7.97852e-07 0s 0s 0s 0s 0s 1s 1s 0s
7.98828e-07 0s 0s 0s 0s 0s 1s 1s 0s
7.99805e-07 0s 0s 0s 0s 0s 1s 1s 0s
8.00781e-07 0s 0s 0s 0s 0s 1s 1s 0s
8.01758e-07 0s 0s 0s 0s 0s 1s 1s 1s
8.02734e-07 0s 0s 0s 0s 0s 1s 1s 1s
8.03711e-07 0s 0s 0s 0s 0s 1s 1s 1s
8.04687e-07 0s 0s 0s 0s 0s 1s 1s 1s
8.05664e-07 0s 0s 0s 0s 1s 0s 0s 0s
8.06641e-07 0s 0s 0s 0s 1s 0s 0s 0s
8.07617e-07 0s 0s 0s 0s 1s 0s 0s 0s
8.08594e-07 0s 0s 0s 0s 1s 0s 0s 1s
8.0957e-07 0s 0s 0s 0s 1s 0s 0s 1s
8.10547e-07 0s 0s 0s 0s 1s 0s 0s 1s
8.11523e-07 0s 0s 0s 0s 1s 0s 0s 1s
8.125e-07 0s 0s 0s 0s 1s 0s 1s 0s
8.13477e-07 0s 0s 0s 0s 1s 0s 1s 0s
8.14453e-07 0s 0s 0s 0s 1s 0s 1s 0s
8.1543e-07 0s 0s 0s 0s 1s 0s 1s 1s
8.16406e-07 0s 0s 0s 0s 1s 0s 1s 1s
8.17383e-07 0s 0s 0s 0s 1s 0s 1s 1s
8.18359e-07 0s 0s 0s 0s 1s 1s 0s 0s
8.19336e-07 0s 0s 0s 0s 1s 1s 0s 0s
8.20312e-07 0s 0s 0s 0s 1s 1s 0s 0s
8.21289e-07 0s 0s 0s 0s 1s 1s 0s 1s
8.22266e-07 0s 0s 0s 0s 1s 1s 0s 1s
8.23242e-07 0s 0s 0s 0s 1s 1s 0s 1s
8.24219e-07 0s 0s 0s 0s 1s 1s 1s 0s
8.25195e-07 0s 0s 0s 0s 1s 1s 1s 0s
8.26172e-07 0s 0s 0s 0s 1s 1s 1s 0s
8.27148e-07 0s 0s 0s 0s 1s 1s 1s 1s
8.28125e-07 0s 0s 0s 0s 1s 1s 1s 1s
8.29102e-07 0s 0s 0s 0s 1s 1s 1s 1s
8.30078e-07 0s 0s 0s 1s 0s 0s 0s 0s
8.31055e-07 0s 0s 0s 1s 0s 0s 0s 0s
8.32031e-07 0s 0s 0s 1s 0s 0s 0s 1s
8.33008e-07 0s 0s 0s 1s 0s 0s 0s 1s
8.33984e-07 0s 0s 0s 1s 0s 0s 0s 1s
8.34961e-07 0s 0s 0s 1s 0s 0s 1s 0s
8.35937e-07 0s 0s 0s 1s 0s 0s 1s 0s
8.36914e-07 0s 0s 0s 1s 0s 0s 1s 1s
8.37891e-07 0s 0s 0s 1s 0s 0s 1s 1s
8.38867e-07 0s 0s 0s 1s 0s 0s 1s 1s
8.39844e-07 0s 0s 0s 1s 0s 1s 0s 0s
8.4082e-07 0s 0s 0s 1s 0s 1s 0s 0s
8.41797e-07 0s 0s 0s 1s 0s 1s 0s 1s
8.42773e-07 0s 0s 0s 1s 0s 1s 0s 1s
8.4375e-07 0s 0s 0s 1s 0s 1s 0s 1s
8.44727e-07 0s 0s 0s 1s 0s 1s 1s 0s
8.45703e-07 0s 0s 0s 1s 0s 1s 1s 0s
8.4668e-07 0s 0s 0s 1s 0s 1s 1s 1s
8.47656e-07 0s 0s 0s 1s 0s 1s 1s 1s
8.48633e-07 0s 0s 0s 1s 1s 0s 0s 0s
8.49609e-07 0s 0s 0s 1s 1s 0s 0s 0s
