* Octave data file for xspice model d_source created by CACE
* Format is time value followed by digital state.
2.47396e-08 1s 0s 1s 1s 1s 0s 0s 1s
2.50651e-08 1s 0s 1s 1s 1s 0s 1s 0s
2.53906e-08 1s 0s 1s 1s 1s 0s 1s 0s
2.57161e-08 1s 0s 1s 1s 1s 0s 1s 1s
2.60417e-08 1s 0s 1s 1s 1s 1s 0s 0s
2.63672e-08 1s 0s 1s 1s 1s 1s 0s 0s
2.66927e-08 1s 0s 1s 1s 1s 1s 0s 1s
2.70182e-08 1s 0s 1s 1s 1s 1s 1s 0s
2.73438e-08 1s 0s 1s 1s 1s 1s 1s 0s
2.76693e-08 1s 0s 1s 1s 1s 1s 1s 1s
2.79948e-08 1s 1s 0s 0s 0s 0s 0s 0s
2.83203e-08 1s 1s 0s 0s 0s 0s 0s 0s
2.86458e-08 1s 1s 0s 0s 0s 0s 0s 1s
2.89714e-08 1s 1s 0s 0s 0s 0s 1s 0s
2.92969e-08 1s 1s 0s 0s 0s 0s 1s 0s
2.96224e-08 1s 1s 0s 0s 0s 0s 1s 1s
2.99479e-08 1s 1s 0s 0s 0s 1s 0s 0s
3.02734e-08 1s 1s 0s 0s 0s 1s 0s 0s
3.0599e-08 1s 1s 0s 0s 0s 1s 0s 1s
3.09245e-08 1s 1s 0s 0s 0s 1s 1s 0s
3.125e-08 1s 1s 0s 0s 0s 1s 1s 0s
3.15755e-08 1s 1s 0s 0s 0s 1s 1s 1s
3.1901e-08 1s 1s 0s 0s 1s 0s 0s 0s
3.22266e-08 1s 1s 0s 0s 1s 0s 0s 0s
3.25521e-08 1s 1s 0s 0s 1s 0s 0s 1s
3.28776e-08 1s 1s 0s 0s 1s 0s 1s 0s
3.32031e-08 1s 1s 0s 0s 1s 0s 1s 0s
3.35286e-08 1s 1s 0s 0s 1s 0s 1s 1s
3.38542e-08 1s 1s 0s 0s 1s 0s 1s 1s
3.41797e-08 1s 1s 0s 0s 1s 1s 0s 0s
3.45052e-08 1s 1s 0s 0s 1s 1s 0s 1s
3.48307e-08 1s 1s 0s 0s 1s 1s 0s 1s
3.51563e-08 1s 1s 0s 0s 1s 1s 1s 0s
3.54818e-08 1s 1s 0s 0s 1s 1s 1s 1s
3.58073e-08 1s 1s 0s 0s 1s 1s 1s 1s
3.61328e-08 1s 1s 0s 1s 0s 0s 0s 0s
3.64583e-08 1s 1s 0s 1s 0s 0s 0s 0s
3.67839e-08 1s 1s 0s 1s 0s 0s 0s 1s
3.71094e-08 1s 1s 0s 1s 0s 0s 1s 0s
3.74349e-08 1s 1s 0s 1s 0s 0s 1s 0s
3.77604e-08 1s 1s 0s 1s 0s 0s 1s 1s
3.80859e-08 1s 1s 0s 1s 0s 0s 1s 1s
3.84115e-08 1s 1s 0s 1s 0s 1s 0s 0s
3.8737e-08 1s 1s 0s 1s 0s 1s 0s 1s
3.90625e-08 1s 1s 0s 1s 0s 1s 0s 1s
3.9388e-08 1s 1s 0s 1s 0s 1s 1s 0s
3.97135e-08 1s 1s 0s 1s 0s 1s 1s 0s
4.00391e-08 1s 1s 0s 1s 0s 1s 1s 1s
4.03646e-08 1s 1s 0s 1s 0s 1s 1s 1s
4.06901e-08 1s 1s 0s 1s 1s 0s 0s 0s
4.10156e-08 1s 1s 0s 1s 1s 0s 0s 1s
4.13411e-08 1s 1s 0s 1s 1s 0s 0s 1s
4.16667e-08 1s 1s 0s 1s 1s 0s 1s 0s
4.19922e-08 1s 1s 0s 1s 1s 0s 1s 0s
4.23177e-08 1s 1s 0s 1s 1s 0s 1s 1s
4.26432e-08 1s 1s 0s 1s 1s 0s 1s 1s
4.29688e-08 1s 1s 0s 1s 1s 1s 0s 0s
4.32943e-08 1s 1s 0s 1s 1s 1s 0s 0s
4.36198e-08 1s 1s 0s 1s 1s 1s 0s 1s
4.39453e-08 1s 1s 0s 1s 1s 1s 0s 1s
4.42708e-08 1s 1s 0s 1s 1s 1s 1s 0s
4.45964e-08 1s 1s 0s 1s 1s 1s 1s 0s
4.49219e-08 1s 1s 0s 1s 1s 1s 1s 1s
4.52474e-08 1s 1s 1s 0s 0s 0s 0s 0s
4.55729e-08 1s 1s 1s 0s 0s 0s 0s 0s
4.58984e-08 1s 1s 1s 0s 0s 0s 0s 1s
4.6224e-08 1s 1s 1s 0s 0s 0s 0s 1s
4.65495e-08 1s 1s 1s 0s 0s 0s 1s 0s
4.6875e-08 1s 1s 1s 0s 0s 0s 1s 0s
4.72005e-08 1s 1s 1s 0s 0s 0s 1s 1s
4.7526e-08 1s 1s 1s 0s 0s 0s 1s 1s
4.78516e-08 1s 1s 1s 0s 0s 1s 0s 0s
4.81771e-08 1s 1s 1s 0s 0s 1s 0s 0s
4.85026e-08 1s 1s 1s 0s 0s 1s 0s 0s
4.88281e-08 1s 1s 1s 0s 0s 1s 0s 1s
4.91536e-08 1s 1s 1s 0s 0s 1s 0s 1s
4.94792e-08 1s 1s 1s 0s 0s 1s 1s 0s
4.98047e-08 1s 1s 1s 0s 0s 1s 1s 0s
5.01302e-08 1s 1s 1s 0s 0s 1s 1s 1s
5.04557e-08 1s 1s 1s 0s 0s 1s 1s 1s
5.07813e-08 1s 1s 1s 0s 1s 0s 0s 0s
5.11068e-08 1s 1s 1s 0s 1s 0s 0s 0s
5.14323e-08 1s 1s 1s 0s 1s 0s 0s 1s
5.17578e-08 1s 1s 1s 0s 1s 0s 0s 1s
5.20833e-08 1s 1s 1s 0s 1s 0s 1s 0s
5.24089e-08 1s 1s 1s 0s 1s 0s 1s 0s
5.27344e-08 1s 1s 1s 0s 1s 0s 1s 0s
5.30599e-08 1s 1s 1s 0s 1s 0s 1s 1s
5.33854e-08 1s 1s 1s 0s 1s 0s 1s 1s
5.37109e-08 1s 1s 1s 0s 1s 1s 0s 0s
5.40365e-08 1s 1s 1s 0s 1s 1s 0s 0s
5.4362e-08 1s 1s 1s 0s 1s 1s 0s 0s
5.46875e-08 1s 1s 1s 0s 1s 1s 0s 1s
5.5013e-08 1s 1s 1s 0s 1s 1s 0s 1s
5.53385e-08 1s 1s 1s 0s 1s 1s 1s 0s
5.56641e-08 1s 1s 1s 0s 1s 1s 1s 0s
5.59896e-08 1s 1s 1s 0s 1s 1s 1s 0s
5.63151e-08 1s 1s 1s 0s 1s 1s 1s 1s
5.66406e-08 1s 1s 1s 0s 1s 1s 1s 1s
5.69661e-08 1s 1s 1s 1s 0s 0s 0s 0s
5.72917e-08 1s 1s 1s 1s 0s 0s 0s 0s
5.76172e-08 1s 1s 1s 1s 0s 0s 0s 0s
5.79427e-08 1s 1s 1s 1s 0s 0s 0s 1s
5.82682e-08 1s 1s 1s 1s 0s 0s 0s 1s
5.85938e-08 1s 1s 1s 1s 0s 0s 0s 1s
5.89193e-08 1s 1s 1s 1s 0s 0s 1s 0s
5.92448e-08 1s 1s 1s 1s 0s 0s 1s 0s
5.95703e-08 1s 1s 1s 1s 0s 0s 1s 0s
5.98958e-08 1s 1s 1s 1s 0s 0s 1s 1s
6.02214e-08 1s 1s 1s 1s 0s 0s 1s 1s
6.05469e-08 1s 1s 1s 1s 0s 0s 1s 1s
6.08724e-08 1s 1s 1s 1s 0s 1s 0s 0s
6.11979e-08 1s 1s 1s 1s 0s 1s 0s 0s
6.15234e-08 1s 1s 1s 1s 0s 1s 0s 0s
6.1849e-08 1s 1s 1s 1s 0s 1s 0s 1s
6.21745e-08 1s 1s 1s 1s 0s 1s 0s 1s
6.25e-08 1s 1s 1s 1s 0s 1s 0s 1s
6.28255e-08 1s 1s 1s 1s 0s 1s 1s 0s
6.3151e-08 1s 1s 1s 1s 0s 1s 1s 0s
6.34766e-08 1s 1s 1s 1s 0s 1s 1s 0s
6.38021e-08 1s 1s 1s 1s 0s 1s 1s 0s
6.41276e-08 1s 1s 1s 1s 0s 1s 1s 1s
6.44531e-08 1s 1s 1s 1s 0s 1s 1s 1s
6.47786e-08 1s 1s 1s 1s 0s 1s 1s 1s
6.51042e-08 1s 1s 1s 1s 1s 0s 0s 0s
6.54297e-08 1s 1s 1s 1s 1s 0s 0s 0s
6.57552e-08 1s 1s 1s 1s 1s 0s 0s 0s
6.60807e-08 1s 1s 1s 1s 1s 0s 0s 0s
6.64062e-08 1s 1s 1s 1s 1s 0s 0s 1s
6.67318e-08 1s 1s 1s 1s 1s 0s 0s 1s
6.70573e-08 1s 1s 1s 1s 1s 0s 0s 1s
6.73828e-08 1s 1s 1s 1s 1s 0s 0s 1s
6.77083e-08 1s 1s 1s 1s 1s 0s 1s 0s
6.80339e-08 1s 1s 1s 1s 1s 0s 1s 0s
6.83594e-08 1s 1s 1s 1s 1s 0s 1s 0s
6.86849e-08 1s 1s 1s 1s 1s 0s 1s 0s
6.90104e-08 1s 1s 1s 1s 1s 0s 1s 0s
6.93359e-08 1s 1s 1s 1s 1s 0s 1s 1s
6.96615e-08 1s 1s 1s 1s 1s 0s 1s 1s
6.9987e-08 1s 1s 1s 1s 1s 0s 1s 1s
7.03125e-08 1s 1s 1s 1s 1s 0s 1s 1s
7.0638e-08 1s 1s 1s 1s 1s 0s 1s 1s
7.09635e-08 1s 1s 1s 1s 1s 1s 0s 0s
7.12891e-08 1s 1s 1s 1s 1s 1s 0s 0s
7.16146e-08 1s 1s 1s 1s 1s 1s 0s 0s
7.19401e-08 1s 1s 1s 1s 1s 1s 0s 0s
7.22656e-08 1s 1s 1s 1s 1s 1s 0s 0s
7.25911e-08 1s 1s 1s 1s 1s 1s 0s 0s
7.29167e-08 1s 1s 1s 1s 1s 1s 0s 1s
7.32422e-08 1s 1s 1s 1s 1s 1s 0s 1s
7.35677e-08 1s 1s 1s 1s 1s 1s 0s 1s
7.38932e-08 1s 1s 1s 1s 1s 1s 0s 1s
7.42188e-08 1s 1s 1s 1s 1s 1s 0s 1s
7.45443e-08 1s 1s 1s 1s 1s 1s 0s 1s
7.48698e-08 1s 1s 1s 1s 1s 1s 0s 1s
7.51953e-08 1s 1s 1s 1s 1s 1s 1s 0s
7.55208e-08 1s 1s 1s 1s 1s 1s 1s 0s
7.58464e-08 1s 1s 1s 1s 1s 1s 1s 0s
7.61719e-08 1s 1s 1s 1s 1s 1s 1s 0s
7.64974e-08 1s 1s 1s 1s 1s 1s 1s 0s
7.68229e-08 1s 1s 1s 1s 1s 1s 1s 0s
7.71484e-08 1s 1s 1s 1s 1s 1s 1s 0s
7.7474e-08 1s 1s 1s 1s 1s 1s 1s 0s
7.77995e-08 1s 1s 1s 1s 1s 1s 1s 0s
7.8125e-08 1s 1s 1s 1s 1s 1s 1s 0s
7.84505e-08 1s 1s 1s 1s 1s 1s 1s 0s
7.8776e-08 1s 1s 1s 1s 1s 1s 1s 1s
7.91016e-08 1s 1s 1s 1s 1s 1s 1s 1s
7.94271e-08 1s 1s 1s 1s 1s 1s 1s 1s
7.97526e-08 1s 1s 1s 1s 1s 1s 1s 1s
8.00781e-08 1s 1s 1s 1s 1s 1s 1s 1s
8.04036e-08 1s 1s 1s 1s 1s 1s 1s 1s
8.07292e-08 1s 1s 1s 1s 1s 1s 1s 1s
8.10547e-08 1s 1s 1s 1s 1s 1s 1s 1s
8.13802e-08 1s 1s 1s 1s 1s 1s 1s 1s
8.17057e-08 1s 1s 1s 1s 1s 1s 1s 1s
8.20313e-08 1s 1s 1s 1s 1s 1s 1s 1s
8.23568e-08 1s 1s 1s 1s 1s 1s 1s 1s
8.26823e-08 1s 1s 1s 1s 1s 1s 1s 1s
8.30078e-08 1s 1s 1s 1s 1s 1s 1s 1s
8.33333e-08 1s 1s 1s 1s 1s 1s 1s 1s
8.36589e-08 1s 1s 1s 1s 1s 1s 1s 1s
8.39844e-08 1s 1s 1s 1s 1s 1s 1s 1s
8.43099e-08 1s 1s 1s 1s 1s 1s 1s 1s
8.46354e-08 1s 1s 1s 1s 1s 1s 1s 1s
8.49609e-08 1s 1s 1s 1s 1s 1s 1s 1s
8.52865e-08 1s 1s 1s 1s 1s 1s 1s 1s
8.5612e-08 1s 1s 1s 1s 1s 1s 1s 1s
8.59375e-08 1s 1s 1s 1s 1s 1s 1s 1s
8.6263e-08 1s 1s 1s 1s 1s 1s 1s 1s
8.65885e-08 1s 1s 1s 1s 1s 1s 1s 1s
8.69141e-08 1s 1s 1s 1s 1s 1s 1s 1s
8.72396e-08 1s 1s 1s 1s 1s 1s 1s 1s
8.75651e-08 1s 1s 1s 1s 1s 1s 1s 1s
8.78906e-08 1s 1s 1s 1s 1s 1s 1s 1s
8.82161e-08 1s 1s 1s 1s 1s 1s 1s 0s
8.85417e-08 1s 1s 1s 1s 1s 1s 1s 0s
8.88672e-08 1s 1s 1s 1s 1s 1s 1s 0s
8.91927e-08 1s 1s 1s 1s 1s 1s 1s 0s
8.95182e-08 1s 1s 1s 1s 1s 1s 1s 0s
8.98438e-08 1s 1s 1s 1s 1s 1s 1s 0s
9.01693e-08 1s 1s 1s 1s 1s 1s 1s 0s
9.04948e-08 1s 1s 1s 1s 1s 1s 1s 0s
9.08203e-08 1s 1s 1s 1s 1s 1s 1s 0s
9.11458e-08 1s 1s 1s 1s 1s 1s 1s 0s
9.14714e-08 1s 1s 1s 1s 1s 1s 1s 0s
9.17969e-08 1s 1s 1s 1s 1s 1s 0s 1s
9.21224e-08 1s 1s 1s 1s 1s 1s 0s 1s
9.24479e-08 1s 1s 1s 1s 1s 1s 0s 1s
9.27734e-08 1s 1s 1s 1s 1s 1s 0s 1s
9.3099e-08 1s 1s 1s 1s 1s 1s 0s 1s
9.34245e-08 1s 1s 1s 1s 1s 1s 0s 1s
9.375e-08 1s 1s 1s 1s 1s 1s 0s 1s
9.40755e-08 1s 1s 1s 1s 1s 1s 0s 0s
9.4401e-08 1s 1s 1s 1s 1s 1s 0s 0s
9.47266e-08 1s 1s 1s 1s 1s 1s 0s 0s
9.50521e-08 1s 1s 1s 1s 1s 1s 0s 0s
9.53776e-08 1s 1s 1s 1s 1s 1s 0s 0s
9.57031e-08 1s 1s 1s 1s 1s 1s 0s 0s
9.60286e-08 1s 1s 1s 1s 1s 0s 1s 1s
9.63542e-08 1s 1s 1s 1s 1s 0s 1s 1s
9.66797e-08 1s 1s 1s 1s 1s 0s 1s 1s
9.70052e-08 1s 1s 1s 1s 1s 0s 1s 1s
9.73307e-08 1s 1s 1s 1s 1s 0s 1s 1s
9.76563e-08 1s 1s 1s 1s 1s 0s 1s 0s
9.79818e-08 1s 1s 1s 1s 1s 0s 1s 0s
9.83073e-08 1s 1s 1s 1s 1s 0s 1s 0s
9.86328e-08 1s 1s 1s 1s 1s 0s 1s 0s
9.89583e-08 1s 1s 1s 1s 1s 0s 1s 0s
9.92839e-08 1s 1s 1s 1s 1s 0s 0s 1s
9.96094e-08 1s 1s 1s 1s 1s 0s 0s 1s
9.99349e-08 1s 1s 1s 1s 1s 0s 0s 1s
1.0026e-07 1s 1s 1s 1s 1s 0s 0s 1s
1.00586e-07 1s 1s 1s 1s 1s 0s 0s 0s
1.00911e-07 1s 1s 1s 1s 1s 0s 0s 0s
1.01237e-07 1s 1s 1s 1s 1s 0s 0s 0s
1.01563e-07 1s 1s 1s 1s 1s 0s 0s 0s
1.01888e-07 1s 1s 1s 1s 0s 1s 1s 1s
1.02214e-07 1s 1s 1s 1s 0s 1s 1s 1s
1.02539e-07 1s 1s 1s 1s 0s 1s 1s 1s
1.02865e-07 1s 1s 1s 1s 0s 1s 1s 0s
1.0319e-07 1s 1s 1s 1s 0s 1s 1s 0s
1.03516e-07 1s 1s 1s 1s 0s 1s 1s 0s
1.03841e-07 1s 1s 1s 1s 0s 1s 1s 0s
1.04167e-07 1s 1s 1s 1s 0s 1s 0s 1s
1.04492e-07 1s 1s 1s 1s 0s 1s 0s 1s
1.04818e-07 1s 1s 1s 1s 0s 1s 0s 1s
1.05143e-07 1s 1s 1s 1s 0s 1s 0s 0s
1.05469e-07 1s 1s 1s 1s 0s 1s 0s 0s
1.05794e-07 1s 1s 1s 1s 0s 1s 0s 0s
1.0612e-07 1s 1s 1s 1s 0s 0s 1s 1s
1.06445e-07 1s 1s 1s 1s 0s 0s 1s 1s
1.06771e-07 1s 1s 1s 1s 0s 0s 1s 1s
1.07096e-07 1s 1s 1s 1s 0s 0s 1s 0s
1.07422e-07 1s 1s 1s 1s 0s 0s 1s 0s
1.07747e-07 1s 1s 1s 1s 0s 0s 1s 0s
1.08073e-07 1s 1s 1s 1s 0s 0s 0s 1s
1.08398e-07 1s 1s 1s 1s 0s 0s 0s 1s
1.08724e-07 1s 1s 1s 1s 0s 0s 0s 1s
1.09049e-07 1s 1s 1s 1s 0s 0s 0s 0s
1.09375e-07 1s 1s 1s 1s 0s 0s 0s 0s
1.09701e-07 1s 1s 1s 1s 0s 0s 0s 0s
1.10026e-07 1s 1s 1s 0s 1s 1s 1s 1s
1.10352e-07 1s 1s 1s 0s 1s 1s 1s 1s
1.10677e-07 1s 1s 1s 0s 1s 1s 1s 0s
1.11003e-07 1s 1s 1s 0s 1s 1s 1s 0s
1.11328e-07 1s 1s 1s 0s 1s 1s 1s 0s
1.11654e-07 1s 1s 1s 0s 1s 1s 0s 1s
1.11979e-07 1s 1s 1s 0s 1s 1s 0s 1s
1.12305e-07 1s 1s 1s 0s 1s 1s 0s 0s
1.1263e-07 1s 1s 1s 0s 1s 1s 0s 0s
1.12956e-07 1s 1s 1s 0s 1s 1s 0s 0s
1.13281e-07 1s 1s 1s 0s 1s 0s 1s 1s
1.13607e-07 1s 1s 1s 0s 1s 0s 1s 1s
1.13932e-07 1s 1s 1s 0s 1s 0s 1s 0s
1.14258e-07 1s 1s 1s 0s 1s 0s 1s 0s
1.14583e-07 1s 1s 1s 0s 1s 0s 1s 0s
1.14909e-07 1s 1s 1s 0s 1s 0s 0s 1s
1.15234e-07 1s 1s 1s 0s 1s 0s 0s 1s
1.1556e-07 1s 1s 1s 0s 1s 0s 0s 0s
1.15885e-07 1s 1s 1s 0s 1s 0s 0s 0s
1.16211e-07 1s 1s 1s 0s 0s 1s 1s 1s
1.16536e-07 1s 1s 1s 0s 0s 1s 1s 1s
1.16862e-07 1s 1s 1s 0s 0s 1s 1s 0s
1.17188e-07 1s 1s 1s 0s 0s 1s 1s 0s
1.17513e-07 1s 1s 1s 0s 0s 1s 0s 1s
1.17839e-07 1s 1s 1s 0s 0s 1s 0s 1s
1.18164e-07 1s 1s 1s 0s 0s 1s 0s 0s
1.1849e-07 1s 1s 1s 0s 0s 1s 0s 0s
1.18815e-07 1s 1s 1s 0s 0s 1s 0s 0s
1.19141e-07 1s 1s 1s 0s 0s 0s 1s 1s
1.19466e-07 1s 1s 1s 0s 0s 0s 1s 1s
1.19792e-07 1s 1s 1s 0s 0s 0s 1s 0s
1.20117e-07 1s 1s 1s 0s 0s 0s 1s 0s
1.20443e-07 1s 1s 1s 0s 0s 0s 0s 1s
1.20768e-07 1s 1s 1s 0s 0s 0s 0s 1s
1.21094e-07 1s 1s 1s 0s 0s 0s 0s 0s
1.21419e-07 1s 1s 1s 0s 0s 0s 0s 0s
1.21745e-07 1s 1s 0s 1s 1s 1s 1s 1s
1.2207e-07 1s 1s 0s 1s 1s 1s 1s 0s
1.22396e-07 1s 1s 0s 1s 1s 1s 1s 0s
1.22721e-07 1s 1s 0s 1s 1s 1s 0s 1s
1.23047e-07 1s 1s 0s 1s 1s 1s 0s 1s
1.23372e-07 1s 1s 0s 1s 1s 1s 0s 0s
1.23698e-07 1s 1s 0s 1s 1s 1s 0s 0s
1.24023e-07 1s 1s 0s 1s 1s 0s 1s 1s
1.24349e-07 1s 1s 0s 1s 1s 0s 1s 1s
1.24674e-07 1s 1s 0s 1s 1s 0s 1s 0s
1.25e-07 1s 1s 0s 1s 1s 0s 1s 0s
1.25326e-07 1s 1s 0s 1s 1s 0s 0s 1s
1.25651e-07 1s 1s 0s 1s 1s 0s 0s 1s
1.25977e-07 1s 1s 0s 1s 1s 0s 0s 0s
1.26302e-07 1s 1s 0s 1s 0s 1s 1s 1s
1.26628e-07 1s 1s 0s 1s 0s 1s 1s 1s
1.26953e-07 1s 1s 0s 1s 0s 1s 1s 0s
1.27279e-07 1s 1s 0s 1s 0s 1s 1s 0s
1.27604e-07 1s 1s 0s 1s 0s 1s 0s 1s
1.2793e-07 1s 1s 0s 1s 0s 1s 0s 1s
1.28255e-07 1s 1s 0s 1s 0s 1s 0s 0s
1.28581e-07 1s 1s 0s 1s 0s 0s 1s 1s
1.28906e-07 1s 1s 0s 1s 0s 0s 1s 1s
1.29232e-07 1s 1s 0s 1s 0s 0s 1s 0s
1.29557e-07 1s 1s 0s 1s 0s 0s 1s 0s
1.29883e-07 1s 1s 0s 1s 0s 0s 0s 1s
1.30208e-07 1s 1s 0s 1s 0s 0s 0s 0s
1.30534e-07 1s 1s 0s 1s 0s 0s 0s 0s
1.30859e-07 1s 1s 0s 0s 1s 1s 1s 1s
1.31185e-07 1s 1s 0s 0s 1s 1s 1s 1s
1.3151e-07 1s 1s 0s 0s 1s 1s 1s 0s
1.31836e-07 1s 1s 0s 0s 1s 1s 0s 1s
1.32161e-07 1s 1s 0s 0s 1s 1s 0s 1s
1.32487e-07 1s 1s 0s 0s 1s 1s 0s 0s
1.32812e-07 1s 1s 0s 0s 1s 0s 1s 1s
1.33138e-07 1s 1s 0s 0s 1s 0s 1s 1s
1.33464e-07 1s 1s 0s 0s 1s 0s 1s 0s
1.33789e-07 1s 1s 0s 0s 1s 0s 1s 0s
1.34115e-07 1s 1s 0s 0s 1s 0s 0s 1s
1.3444e-07 1s 1s 0s 0s 1s 0s 0s 0s
1.34766e-07 1s 1s 0s 0s 1s 0s 0s 0s
1.35091e-07 1s 1s 0s 0s 0s 1s 1s 1s
1.35417e-07 1s 1s 0s 0s 0s 1s 1s 0s
1.35742e-07 1s 1s 0s 0s 0s 1s 1s 0s
1.36068e-07 1s 1s 0s 0s 0s 1s 0s 1s
1.36393e-07 1s 1s 0s 0s 0s 1s 0s 0s
1.36719e-07 1s 1s 0s 0s 0s 1s 0s 0s
1.37044e-07 1s 1s 0s 0s 0s 0s 1s 1s
1.3737e-07 1s 1s 0s 0s 0s 0s 1s 0s
1.37695e-07 1s 1s 0s 0s 0s 0s 1s 0s
1.38021e-07 1s 1s 0s 0s 0s 0s 0s 1s
1.38346e-07 1s 1s 0s 0s 0s 0s 0s 0s
1.38672e-07 1s 1s 0s 0s 0s 0s 0s 0s
1.38997e-07 1s 0s 1s 1s 1s 1s 1s 1s
1.39323e-07 1s 0s 1s 1s 1s 1s 1s 0s
1.39648e-07 1s 0s 1s 1s 1s 1s 1s 0s
1.39974e-07 1s 0s 1s 1s 1s 1s 0s 1s
1.40299e-07 1s 0s 1s 1s 1s 1s 0s 0s
1.40625e-07 1s 0s 1s 1s 1s 1s 0s 0s
1.40951e-07 1s 0s 1s 1s 1s 0s 1s 1s
1.41276e-07 1s 0s 1s 1s 1s 0s 1s 0s
