* Octave data file for xspice model d_source created by CACE
* Format is time value followed by digital state.
4.2334e-07 0s 0s 0s 1s 0s 1s 1s 1s
4.23828e-07 0s 0s 0s 1s 0s 1s 1s 1s
4.24316e-07 0s 0s 0s 1s 1s 0s 0s 0s
4.24805e-07 0s 0s 0s 1s 1s 0s 0s 0s
4.25293e-07 0s 0s 0s 1s 1s 0s 0s 1s
4.25781e-07 0s 0s 0s 1s 1s 0s 0s 1s
4.2627e-07 0s 0s 0s 1s 1s 0s 1s 0s
4.26758e-07 0s 0s 0s 1s 1s 0s 1s 0s
4.27246e-07 0s 0s 0s 1s 1s 0s 1s 1s
4.27734e-07 0s 0s 0s 1s 1s 0s 1s 1s
4.28223e-07 0s 0s 0s 1s 1s 0s 1s 1s
4.28711e-07 0s 0s 0s 1s 1s 1s 0s 0s
4.29199e-07 0s 0s 0s 1s 1s 1s 0s 0s
4.29687e-07 0s 0s 0s 1s 1s 1s 0s 1s
4.30176e-07 0s 0s 0s 1s 1s 1s 0s 1s
4.30664e-07 0s 0s 0s 1s 1s 1s 1s 0s
4.31152e-07 0s 0s 0s 1s 1s 1s 1s 0s
4.31641e-07 0s 0s 0s 1s 1s 1s 1s 1s
4.32129e-07 0s 0s 0s 1s 1s 1s 1s 1s
4.32617e-07 0s 0s 1s 0s 0s 0s 0s 0s
4.33105e-07 0s 0s 1s 0s 0s 0s 0s 1s
4.33594e-07 0s 0s 1s 0s 0s 0s 0s 1s
4.34082e-07 0s 0s 1s 0s 0s 0s 1s 0s
4.3457e-07 0s 0s 1s 0s 0s 0s 1s 0s
4.35059e-07 0s 0s 1s 0s 0s 0s 1s 1s
4.35547e-07 0s 0s 1s 0s 0s 0s 1s 1s
4.36035e-07 0s 0s 1s 0s 0s 1s 0s 0s
4.36523e-07 0s 0s 1s 0s 0s 1s 0s 0s
4.37012e-07 0s 0s 1s 0s 0s 1s 0s 1s
4.375e-07 0s 0s 1s 0s 0s 1s 0s 1s
4.37988e-07 0s 0s 1s 0s 0s 1s 1s 0s
4.38477e-07 0s 0s 1s 0s 0s 1s 1s 0s
4.38965e-07 0s 0s 1s 0s 0s 1s 1s 1s
4.39453e-07 0s 0s 1s 0s 1s 0s 0s 0s
4.39941e-07 0s 0s 1s 0s 1s 0s 0s 0s
4.4043e-07 0s 0s 1s 0s 1s 0s 0s 1s
4.40918e-07 0s 0s 1s 0s 1s 0s 0s 1s
4.41406e-07 0s 0s 1s 0s 1s 0s 1s 0s
4.41895e-07 0s 0s 1s 0s 1s 0s 1s 0s
4.42383e-07 0s 0s 1s 0s 1s 0s 1s 1s
4.42871e-07 0s 0s 1s 0s 1s 1s 0s 0s
4.43359e-07 0s 0s 1s 0s 1s 1s 0s 0s
4.43848e-07 0s 0s 1s 0s 1s 1s 0s 1s
4.44336e-07 0s 0s 1s 0s 1s 1s 0s 1s
4.44824e-07 0s 0s 1s 0s 1s 1s 1s 0s
4.45312e-07 0s 0s 1s 0s 1s 1s 1s 1s
4.45801e-07 0s 0s 1s 0s 1s 1s 1s 1s
4.46289e-07 0s 0s 1s 1s 0s 0s 0s 0s
4.46777e-07 0s 0s 1s 1s 0s 0s 0s 0s
4.47266e-07 0s 0s 1s 1s 0s 0s 0s 1s
4.47754e-07 0s 0s 1s 1s 0s 0s 1s 0s
4.48242e-07 0s 0s 1s 1s 0s 0s 1s 0s
4.4873e-07 0s 0s 1s 1s 0s 0s 1s 1s
4.49219e-07 0s 0s 1s 1s 0s 1s 0s 0s
4.49707e-07 0s 0s 1s 1s 0s 1s 0s 0s
4.50195e-07 0s 0s 1s 1s 0s 1s 0s 1s
4.50684e-07 0s 0s 1s 1s 0s 1s 0s 1s
4.51172e-07 0s 0s 1s 1s 0s 1s 1s 0s
4.5166e-07 0s 0s 1s 1s 0s 1s 1s 1s
4.52148e-07 0s 0s 1s 1s 0s 1s 1s 1s
4.52637e-07 0s 0s 1s 1s 1s 0s 0s 0s
4.53125e-07 0s 0s 1s 1s 1s 0s 0s 1s
4.53613e-07 0s 0s 1s 1s 1s 0s 0s 1s
4.54102e-07 0s 0s 1s 1s 1s 0s 1s 0s
4.5459e-07 0s 0s 1s 1s 1s 0s 1s 1s
4.55078e-07 0s 0s 1s 1s 1s 0s 1s 1s
4.55566e-07 0s 0s 1s 1s 1s 1s 0s 0s
4.56055e-07 0s 0s 1s 1s 1s 1s 0s 1s
4.56543e-07 0s 0s 1s 1s 1s 1s 0s 1s
4.57031e-07 0s 0s 1s 1s 1s 1s 1s 0s
4.5752e-07 0s 0s 1s 1s 1s 1s 1s 1s
4.58008e-07 0s 0s 1s 1s 1s 1s 1s 1s
4.58496e-07 0s 1s 0s 0s 0s 0s 0s 0s
4.58984e-07 0s 1s 0s 0s 0s 0s 0s 1s
4.59473e-07 0s 1s 0s 0s 0s 0s 0s 1s
4.59961e-07 0s 1s 0s 0s 0s 0s 1s 0s
4.60449e-07 0s 1s 0s 0s 0s 0s 1s 1s
4.60937e-07 0s 1s 0s 0s 0s 0s 1s 1s
4.61426e-07 0s 1s 0s 0s 0s 1s 0s 0s
4.61914e-07 0s 1s 0s 0s 0s 1s 0s 1s
4.62402e-07 0s 1s 0s 0s 0s 1s 0s 1s
4.62891e-07 0s 1s 0s 0s 0s 1s 1s 0s
4.63379e-07 0s 1s 0s 0s 0s 1s 1s 1s
4.63867e-07 0s 1s 0s 0s 1s 0s 0s 0s
4.64355e-07 0s 1s 0s 0s 1s 0s 0s 0s
4.64844e-07 0s 1s 0s 0s 1s 0s 0s 1s
4.65332e-07 0s 1s 0s 0s 1s 0s 1s 0s
4.6582e-07 0s 1s 0s 0s 1s 0s 1s 0s
4.66309e-07 0s 1s 0s 0s 1s 0s 1s 1s
4.66797e-07 0s 1s 0s 0s 1s 1s 0s 0s
4.67285e-07 0s 1s 0s 0s 1s 1s 0s 1s
4.67773e-07 0s 1s 0s 0s 1s 1s 0s 1s
4.68262e-07 0s 1s 0s 0s 1s 1s 1s 0s
4.6875e-07 0s 1s 0s 0s 1s 1s 1s 1s
4.69238e-07 0s 1s 0s 0s 1s 1s 1s 1s
4.69727e-07 0s 1s 0s 1s 0s 0s 0s 0s
4.70215e-07 0s 1s 0s 1s 0s 0s 0s 1s
4.70703e-07 0s 1s 0s 1s 0s 0s 1s 0s
4.71191e-07 0s 1s 0s 1s 0s 0s 1s 0s
4.7168e-07 0s 1s 0s 1s 0s 0s 1s 1s
4.72168e-07 0s 1s 0s 1s 0s 1s 0s 0s
4.72656e-07 0s 1s 0s 1s 0s 1s 0s 1s
4.73145e-07 0s 1s 0s 1s 0s 1s 0s 1s
4.73633e-07 0s 1s 0s 1s 0s 1s 1s 0s
4.74121e-07 0s 1s 0s 1s 0s 1s 1s 1s
4.74609e-07 0s 1s 0s 1s 1s 0s 0s 0s
4.75098e-07 0s 1s 0s 1s 1s 0s 0s 0s
4.75586e-07 0s 1s 0s 1s 1s 0s 0s 1s
4.76074e-07 0s 1s 0s 1s 1s 0s 1s 0s
4.76562e-07 0s 1s 0s 1s 1s 0s 1s 0s
4.77051e-07 0s 1s 0s 1s 1s 0s 1s 1s
4.77539e-07 0s 1s 0s 1s 1s 1s 0s 0s
4.78027e-07 0s 1s 0s 1s 1s 1s 0s 1s
4.78516e-07 0s 1s 0s 1s 1s 1s 0s 1s
4.79004e-07 0s 1s 0s 1s 1s 1s 1s 0s
4.79492e-07 0s 1s 0s 1s 1s 1s 1s 1s
4.7998e-07 0s 1s 1s 0s 0s 0s 0s 0s
4.80469e-07 0s 1s 1s 0s 0s 0s 0s 1s
4.80957e-07 0s 1s 1s 0s 0s 0s 0s 1s
4.81445e-07 0s 1s 1s 0s 0s 0s 1s 0s
4.81934e-07 0s 1s 1s 0s 0s 0s 1s 1s
4.82422e-07 0s 1s 1s 0s 0s 1s 0s 0s
4.8291e-07 0s 1s 1s 0s 0s 1s 0s 0s
4.83398e-07 0s 1s 1s 0s 0s 1s 0s 1s
4.83887e-07 0s 1s 1s 0s 0s 1s 1s 0s
4.84375e-07 0s 1s 1s 0s 0s 1s 1s 1s
4.84863e-07 0s 1s 1s 0s 0s 1s 1s 1s
4.85352e-07 0s 1s 1s 0s 1s 0s 0s 0s
4.8584e-07 0s 1s 1s 0s 1s 0s 0s 1s
4.86328e-07 0s 1s 1s 0s 1s 0s 1s 0s
4.86816e-07 0s 1s 1s 0s 1s 0s 1s 0s
4.87305e-07 0s 1s 1s 0s 1s 0s 1s 1s
4.87793e-07 0s 1s 1s 0s 1s 1s 0s 0s
4.88281e-07 0s 1s 1s 0s 1s 1s 0s 1s
4.8877e-07 0s 1s 1s 0s 1s 1s 1s 0s
4.89258e-07 0s 1s 1s 0s 1s 1s 1s 0s
4.89746e-07 0s 1s 1s 0s 1s 1s 1s 1s
4.90234e-07 0s 1s 1s 1s 0s 0s 0s 0s
4.90723e-07 0s 1s 1s 1s 0s 0s 0s 1s
4.91211e-07 0s 1s 1s 1s 0s 0s 0s 1s
4.91699e-07 0s 1s 1s 1s 0s 0s 1s 0s
4.92187e-07 0s 1s 1s 1s 0s 0s 1s 1s
4.92676e-07 0s 1s 1s 1s 0s 1s 0s 0s
4.93164e-07 0s 1s 1s 1s 0s 1s 0s 1s
4.93652e-07 0s 1s 1s 1s 0s 1s 0s 1s
4.94141e-07 0s 1s 1s 1s 0s 1s 1s 0s
4.94629e-07 0s 1s 1s 1s 0s 1s 1s 1s
4.95117e-07 0s 1s 1s 1s 1s 0s 0s 0s
4.95605e-07 0s 1s 1s 1s 1s 0s 0s 0s
4.96094e-07 0s 1s 1s 1s 1s 0s 0s 1s
4.96582e-07 0s 1s 1s 1s 1s 0s 1s 0s
4.9707e-07 0s 1s 1s 1s 1s 0s 1s 1s
4.97559e-07 0s 1s 1s 1s 1s 1s 0s 0s
4.98047e-07 0s 1s 1s 1s 1s 1s 0s 0s
4.98535e-07 0s 1s 1s 1s 1s 1s 0s 1s
4.99023e-07 0s 1s 1s 1s 1s 1s 1s 0s
4.99512e-07 0s 1s 1s 1s 1s 1s 1s 1s
5e-07 0s 1s 1s 1s 1s 1s 1s 1s
5.00488e-07 1s 0s 0s 0s 0s 0s 0s 0s
5.00977e-07 1s 0s 0s 0s 0s 0s 0s 1s
5.01465e-07 1s 0s 0s 0s 0s 0s 1s 0s
5.01953e-07 1s 0s 0s 0s 0s 0s 1s 1s
5.02441e-07 1s 0s 0s 0s 0s 0s 1s 1s
5.0293e-07 1s 0s 0s 0s 0s 1s 0s 0s
5.03418e-07 1s 0s 0s 0s 0s 1s 0s 1s
5.03906e-07 1s 0s 0s 0s 0s 1s 1s 0s
5.04395e-07 1s 0s 0s 0s 0s 1s 1s 1s
5.04883e-07 1s 0s 0s 0s 0s 1s 1s 1s
5.05371e-07 1s 0s 0s 0s 1s 0s 0s 0s
5.05859e-07 1s 0s 0s 0s 1s 0s 0s 1s
5.06348e-07 1s 0s 0s 0s 1s 0s 1s 0s
5.06836e-07 1s 0s 0s 0s 1s 0s 1s 0s
5.07324e-07 1s 0s 0s 0s 1s 0s 1s 1s
5.07812e-07 1s 0s 0s 0s 1s 1s 0s 0s
5.08301e-07 1s 0s 0s 0s 1s 1s 0s 1s
5.08789e-07 1s 0s 0s 0s 1s 1s 1s 0s
5.09277e-07 1s 0s 0s 0s 1s 1s 1s 0s
5.09766e-07 1s 0s 0s 0s 1s 1s 1s 1s
5.10254e-07 1s 0s 0s 1s 0s 0s 0s 0s
5.10742e-07 1s 0s 0s 1s 0s 0s 0s 1s
5.1123e-07 1s 0s 0s 1s 0s 0s 0s 1s
5.11719e-07 1s 0s 0s 1s 0s 0s 1s 0s
5.12207e-07 1s 0s 0s 1s 0s 0s 1s 1s
5.12695e-07 1s 0s 0s 1s 0s 1s 0s 0s
5.13184e-07 1s 0s 0s 1s 0s 1s 0s 1s
5.13672e-07 1s 0s 0s 1s 0s 1s 0s 1s
5.1416e-07 1s 0s 0s 1s 0s 1s 1s 0s
5.14648e-07 1s 0s 0s 1s 0s 1s 1s 1s
5.15137e-07 1s 0s 0s 1s 1s 0s 0s 0s
5.15625e-07 1s 0s 0s 1s 1s 0s 0s 0s
5.16113e-07 1s 0s 0s 1s 1s 0s 0s 1s
5.16602e-07 1s 0s 0s 1s 1s 0s 1s 0s
5.1709e-07 1s 0s 0s 1s 1s 0s 1s 1s
5.17578e-07 1s 0s 0s 1s 1s 0s 1s 1s
5.18066e-07 1s 0s 0s 1s 1s 1s 0s 0s
5.18555e-07 1s 0s 0s 1s 1s 1s 0s 1s
5.19043e-07 1s 0s 0s 1s 1s 1s 1s 0s
5.19531e-07 1s 0s 0s 1s 1s 1s 1s 0s
5.2002e-07 1s 0s 0s 1s 1s 1s 1s 1s
5.20508e-07 1s 0s 1s 0s 0s 0s 0s 0s
5.20996e-07 1s 0s 1s 0s 0s 0s 0s 1s
5.21484e-07 1s 0s 1s 0s 0s 0s 1s 0s
5.21973e-07 1s 0s 1s 0s 0s 0s 1s 0s
5.22461e-07 1s 0s 1s 0s 0s 0s 1s 1s
5.22949e-07 1s 0s 1s 0s 0s 1s 0s 0s
5.23438e-07 1s 0s 1s 0s 0s 1s 0s 1s
5.23926e-07 1s 0s 1s 0s 0s 1s 0s 1s
5.24414e-07 1s 0s 1s 0s 0s 1s 1s 0s
5.24902e-07 1s 0s 1s 0s 0s 1s 1s 1s
5.25391e-07 1s 0s 1s 0s 0s 1s 1s 1s
5.25879e-07 1s 0s 1s 0s 1s 0s 0s 0s
5.26367e-07 1s 0s 1s 0s 1s 0s 0s 1s
5.26855e-07 1s 0s 1s 0s 1s 0s 1s 0s
5.27344e-07 1s 0s 1s 0s 1s 0s 1s 0s
5.27832e-07 1s 0s 1s 0s 1s 0s 1s 1s
5.2832e-07 1s 0s 1s 0s 1s 1s 0s 0s
5.28809e-07 1s 0s 1s 0s 1s 1s 0s 1s
5.29297e-07 1s 0s 1s 0s 1s 1s 0s 1s
5.29785e-07 1s 0s 1s 0s 1s 1s 1s 0s
5.30273e-07 1s 0s 1s 0s 1s 1s 1s 1s
5.30762e-07 1s 0s 1s 1s 0s 0s 0s 0s
5.3125e-07 1s 0s 1s 1s 0s 0s 0s 0s
5.31738e-07 1s 0s 1s 1s 0s 0s 0s 1s
5.32227e-07 1s 0s 1s 1s 0s 0s 1s 0s
5.32715e-07 1s 0s 1s 1s 0s 0s 1s 0s
5.33203e-07 1s 0s 1s 1s 0s 0s 1s 1s
5.33691e-07 1s 0s 1s 1s 0s 1s 0s 0s
5.3418e-07 1s 0s 1s 1s 0s 1s 0s 1s
5.34668e-07 1s 0s 1s 1s 0s 1s 0s 1s
5.35156e-07 1s 0s 1s 1s 0s 1s 1s 0s
5.35645e-07 1s 0s 1s 1s 0s 1s 1s 1s
5.36133e-07 1s 0s 1s 1s 0s 1s 1s 1s
5.36621e-07 1s 0s 1s 1s 1s 0s 0s 0s
5.37109e-07 1s 0s 1s 1s 1s 0s 0s 1s
5.37598e-07 1s 0s 1s 1s 1s 0s 1s 0s
5.38086e-07 1s 0s 1s 1s 1s 0s 1s 0s
5.38574e-07 1s 0s 1s 1s 1s 0s 1s 1s
5.39062e-07 1s 0s 1s 1s 1s 1s 0s 0s
5.39551e-07 1s 0s 1s 1s 1s 1s 0s 0s
5.40039e-07 1s 0s 1s 1s 1s 1s 0s 1s
5.40527e-07 1s 0s 1s 1s 1s 1s 1s 0s
5.41016e-07 1s 0s 1s 1s 1s 1s 1s 0s
5.41504e-07 1s 0s 1s 1s 1s 1s 1s 1s
5.41992e-07 1s 1s 0s 0s 0s 0s 0s 0s
5.4248e-07 1s 1s 0s 0s 0s 0s 0s 0s
5.42969e-07 1s 1s 0s 0s 0s 0s 0s 1s
5.43457e-07 1s 1s 0s 0s 0s 0s 1s 0s
5.43945e-07 1s 1s 0s 0s 0s 0s 1s 0s
5.44434e-07 1s 1s 0s 0s 0s 0s 1s 1s
5.44922e-07 1s 1s 0s 0s 0s 1s 0s 0s
5.4541e-07 1s 1s 0s 0s 0s 1s 0s 0s
5.45898e-07 1s 1s 0s 0s 0s 1s 0s 1s
5.46387e-07 1s 1s 0s 0s 0s 1s 1s 0s
5.46875e-07 1s 1s 0s 0s 0s 1s 1s 0s
5.47363e-07 1s 1s 0s 0s 0s 1s 1s 1s
5.47852e-07 1s 1s 0s 0s 1s 0s 0s 0s
5.4834e-07 1s 1s 0s 0s 1s 0s 0s 0s
5.48828e-07 1s 1s 0s 0s 1s 0s 0s 1s
5.49316e-07 1s 1s 0s 0s 1s 0s 1s 0s
5.49805e-07 1s 1s 0s 0s 1s 0s 1s 0s
5.50293e-07 1s 1s 0s 0s 1s 0s 1s 1s
5.50781e-07 1s 1s 0s 0s 1s 0s 1s 1s
5.5127e-07 1s 1s 0s 0s 1s 1s 0s 0s
5.51758e-07 1s 1s 0s 0s 1s 1s 0s 1s
5.52246e-07 1s 1s 0s 0s 1s 1s 0s 1s
5.52734e-07 1s 1s 0s 0s 1s 1s 1s 0s
5.53223e-07 1s 1s 0s 0s 1s 1s 1s 1s
5.53711e-07 1s 1s 0s 0s 1s 1s 1s 1s
5.54199e-07 1s 1s 0s 1s 0s 0s 0s 0s
5.54687e-07 1s 1s 0s 1s 0s 0s 0s 0s
5.55176e-07 1s 1s 0s 1s 0s 0s 0s 1s
5.55664e-07 1s 1s 0s 1s 0s 0s 1s 0s
5.56152e-07 1s 1s 0s 1s 0s 0s 1s 0s
5.56641e-07 1s 1s 0s 1s 0s 0s 1s 1s
5.57129e-07 1s 1s 0s 1s 0s 0s 1s 1s
5.57617e-07 1s 1s 0s 1s 0s 1s 0s 0s
5.58105e-07 1s 1s 0s 1s 0s 1s 0s 1s
5.58594e-07 1s 1s 0s 1s 0s 1s 0s 1s
5.59082e-07 1s 1s 0s 1s 0s 1s 1s 0s
5.5957e-07 1s 1s 0s 1s 0s 1s 1s 0s
5.60059e-07 1s 1s 0s 1s 0s 1s 1s 1s
5.60547e-07 1s 1s 0s 1s 0s 1s 1s 1s
5.61035e-07 1s 1s 0s 1s 1s 0s 0s 0s
5.61523e-07 1s 1s 0s 1s 1s 0s 0s 1s
5.62012e-07 1s 1s 0s 1s 1s 0s 0s 1s
5.625e-07 1s 1s 0s 1s 1s 0s 1s 0s
5.62988e-07 1s 1s 0s 1s 1s 0s 1s 0s
5.63477e-07 1s 1s 0s 1s 1s 0s 1s 1s
5.63965e-07 1s 1s 0s 1s 1s 0s 1s 1s
5.64453e-07 1s 1s 0s 1s 1s 1s 0s 0s
5.64941e-07 1s 1s 0s 1s 1s 1s 0s 0s
5.6543e-07 1s 1s 0s 1s 1s 1s 0s 1s
5.65918e-07 1s 1s 0s 1s 1s 1s 0s 1s
5.66406e-07 1s 1s 0s 1s 1s 1s 1s 0s
5.66895e-07 1s 1s 0s 1s 1s 1s 1s 0s
5.67383e-07 1s 1s 0s 1s 1s 1s 1s 1s
5.67871e-07 1s 1s 1s 0s 0s 0s 0s 0s
5.68359e-07 1s 1s 1s 0s 0s 0s 0s 0s
5.68848e-07 1s 1s 1s 0s 0s 0s 0s 1s
5.69336e-07 1s 1s 1s 0s 0s 0s 0s 1s
5.69824e-07 1s 1s 1s 0s 0s 0s 1s 0s
5.70312e-07 1s 1s 1s 0s 0s 0s 1s 0s
5.70801e-07 1s 1s 1s 0s 0s 0s 1s 1s
5.71289e-07 1s 1s 1s 0s 0s 0s 1s 1s
5.71777e-07 1s 1s 1s 0s 0s 1s 0s 0s
5.72266e-07 1s 1s 1s 0s 0s 1s 0s 0s
5.72754e-07 1s 1s 1s 0s 0s 1s 0s 0s
5.73242e-07 1s 1s 1s 0s 0s 1s 0s 1s
5.7373e-07 1s 1s 1s 0s 0s 1s 0s 1s
5.74219e-07 1s 1s 1s 0s 0s 1s 1s 0s
5.74707e-07 1s 1s 1s 0s 0s 1s 1s 0s
5.75195e-07 1s 1s 1s 0s 0s 1s 1s 1s
5.75684e-07 1s 1s 1s 0s 0s 1s 1s 1s
5.76172e-07 1s 1s 1s 0s 1s 0s 0s 0s
5.7666e-07 1s 1s 1s 0s 1s 0s 0s 0s
5.77148e-07 1s 1s 1s 0s 1s 0s 0s 1s
5.77637e-07 1s 1s 1s 0s 1s 0s 0s 1s
5.78125e-07 1s 1s 1s 0s 1s 0s 1s 0s
5.78613e-07 1s 1s 1s 0s 1s 0s 1s 0s
5.79102e-07 1s 1s 1s 0s 1s 0s 1s 0s
5.7959e-07 1s 1s 1s 0s 1s 0s 1s 1s
5.80078e-07 1s 1s 1s 0s 1s 0s 1s 1s
5.80566e-07 1s 1s 1s 0s 1s 1s 0s 0s
5.81055e-07 1s 1s 1s 0s 1s 1s 0s 0s
5.81543e-07 1s 1s 1s 0s 1s 1s 0s 0s
5.82031e-07 1s 1s 1s 0s 1s 1s 0s 1s
5.8252e-07 1s 1s 1s 0s 1s 1s 0s 1s
5.83008e-07 1s 1s 1s 0s 1s 1s 1s 0s
5.83496e-07 1s 1s 1s 0s 1s 1s 1s 0s
5.83984e-07 1s 1s 1s 0s 1s 1s 1s 0s
5.84473e-07 1s 1s 1s 0s 1s 1s 1s 1s
5.84961e-07 1s 1s 1s 0s 1s 1s 1s 1s
5.85449e-07 1s 1s 1s 1s 0s 0s 0s 0s
5.85937e-07 1s 1s 1s 1s 0s 0s 0s 0s
5.86426e-07 1s 1s 1s 1s 0s 0s 0s 0s
5.86914e-07 1s 1s 1s 1s 0s 0s 0s 1s
5.87402e-07 1s 1s 1s 1s 0s 0s 0s 1s
5.87891e-07 1s 1s 1s 1s 0s 0s 0s 1s
5.88379e-07 1s 1s 1s 1s 0s 0s 1s 0s
5.88867e-07 1s 1s 1s 1s 0s 0s 1s 0s
5.89355e-07 1s 1s 1s 1s 0s 0s 1s 0s
5.89844e-07 1s 1s 1s 1s 0s 0s 1s 1s
5.90332e-07 1s 1s 1s 1s 0s 0s 1s 1s
5.9082e-07 1s 1s 1s 1s 0s 0s 1s 1s
5.91309e-07 1s 1s 1s 1s 0s 1s 0s 0s
5.91797e-07 1s 1s 1s 1s 0s 1s 0s 0s
5.92285e-07 1s 1s 1s 1s 0s 1s 0s 0s
5.92773e-07 1s 1s 1s 1s 0s 1s 0s 1s
5.93262e-07 1s 1s 1s 1s 0s 1s 0s 1s
5.9375e-07 1s 1s 1s 1s 0s 1s 0s 1s
5.94238e-07 1s 1s 1s 1s 0s 1s 1s 0s
5.94727e-07 1s 1s 1s 1s 0s 1s 1s 0s
5.95215e-07 1s 1s 1s 1s 0s 1s 1s 0s
5.95703e-07 1s 1s 1s 1s 0s 1s 1s 0s
5.96191e-07 1s 1s 1s 1s 0s 1s 1s 1s
5.9668e-07 1s 1s 1s 1s 0s 1s 1s 1s
5.97168e-07 1s 1s 1s 1s 0s 1s 1s 1s
5.97656e-07 1s 1s 1s 1s 1s 0s 0s 0s
5.98145e-07 1s 1s 1s 1s 1s 0s 0s 0s
5.98633e-07 1s 1s 1s 1s 1s 0s 0s 0s
5.99121e-07 1s 1s 1s 1s 1s 0s 0s 0s
5.99609e-07 1s 1s 1s 1s 1s 0s 0s 1s
6.00098e-07 1s 1s 1s 1s 1s 0s 0s 1s
6.00586e-07 1s 1s 1s 1s 1s 0s 0s 1s
6.01074e-07 1s 1s 1s 1s 1s 0s 0s 1s
6.01563e-07 1s 1s 1s 1s 1s 0s 1s 0s
6.02051e-07 1s 1s 1s 1s 1s 0s 1s 0s
6.02539e-07 1s 1s 1s 1s 1s 0s 1s 0s
6.03027e-07 1s 1s 1s 1s 1s 0s 1s 0s
6.03516e-07 1s 1s 1s 1s 1s 0s 1s 0s
6.04004e-07 1s 1s 1s 1s 1s 0s 1s 1s
6.04492e-07 1s 1s 1s 1s 1s 0s 1s 1s
6.0498e-07 1s 1s 1s 1s 1s 0s 1s 1s
6.05469e-07 1s 1s 1s 1s 1s 0s 1s 1s
6.05957e-07 1s 1s 1s 1s 1s 0s 1s 1s
6.06445e-07 1s 1s 1s 1s 1s 1s 0s 0s
6.06934e-07 1s 1s 1s 1s 1s 1s 0s 0s
6.07422e-07 1s 1s 1s 1s 1s 1s 0s 0s
6.0791e-07 1s 1s 1s 1s 1s 1s 0s 0s
6.08398e-07 1s 1s 1s 1s 1s 1s 0s 0s
6.08887e-07 1s 1s 1s 1s 1s 1s 0s 0s
6.09375e-07 1s 1s 1s 1s 1s 1s 0s 1s
6.09863e-07 1s 1s 1s 1s 1s 1s 0s 1s
6.10352e-07 1s 1s 1s 1s 1s 1s 0s 1s
6.1084e-07 1s 1s 1s 1s 1s 1s 0s 1s
6.11328e-07 1s 1s 1s 1s 1s 1s 0s 1s
6.11816e-07 1s 1s 1s 1s 1s 1s 0s 1s
6.12305e-07 1s 1s 1s 1s 1s 1s 0s 1s
6.12793e-07 1s 1s 1s 1s 1s 1s 1s 0s
6.13281e-07 1s 1s 1s 1s 1s 1s 1s 0s
6.1377e-07 1s 1s 1s 1s 1s 1s 1s 0s
6.14258e-07 1s 1s 1s 1s 1s 1s 1s 0s
6.14746e-07 1s 1s 1s 1s 1s 1s 1s 0s
6.15234e-07 1s 1s 1s 1s 1s 1s 1s 0s
6.15723e-07 1s 1s 1s 1s 1s 1s 1s 0s
6.16211e-07 1s 1s 1s 1s 1s 1s 1s 0s
6.16699e-07 1s 1s 1s 1s 1s 1s 1s 0s
6.17187e-07 1s 1s 1s 1s 1s 1s 1s 0s
6.17676e-07 1s 1s 1s 1s 1s 1s 1s 0s
6.18164e-07 1s 1s 1s 1s 1s 1s 1s 1s
6.18652e-07 1s 1s 1s 1s 1s 1s 1s 1s
6.19141e-07 1s 1s 1s 1s 1s 1s 1s 1s
6.19629e-07 1s 1s 1s 1s 1s 1s 1s 1s
6.20117e-07 1s 1s 1s 1s 1s 1s 1s 1s
6.20605e-07 1s 1s 1s 1s 1s 1s 1s 1s
6.21094e-07 1s 1s 1s 1s 1s 1s 1s 1s
6.21582e-07 1s 1s 1s 1s 1s 1s 1s 1s
6.2207e-07 1s 1s 1s 1s 1s 1s 1s 1s
6.22559e-07 1s 1s 1s 1s 1s 1s 1s 1s
6.23047e-07 1s 1s 1s 1s 1s 1s 1s 1s
6.23535e-07 1s 1s 1s 1s 1s 1s 1s 1s
6.24023e-07 1s 1s 1s 1s 1s 1s 1s 1s
6.24512e-07 1s 1s 1s 1s 1s 1s 1s 1s
6.25e-07 1s 1s 1s 1s 1s 1s 1s 1s
6.25488e-07 1s 1s 1s 1s 1s 1s 1s 1s
6.25977e-07 1s 1s 1s 1s 1s 1s 1s 1s
6.26465e-07 1s 1s 1s 1s 1s 1s 1s 1s
6.26953e-07 1s 1s 1s 1s 1s 1s 1s 1s
6.27441e-07 1s 1s 1s 1s 1s 1s 1s 1s
6.2793e-07 1s 1s 1s 1s 1s 1s 1s 1s
6.28418e-07 1s 1s 1s 1s 1s 1s 1s 1s
6.28906e-07 1s 1s 1s 1s 1s 1s 1s 1s
6.29395e-07 1s 1s 1s 1s 1s 1s 1s 1s
6.29883e-07 1s 1s 1s 1s 1s 1s 1s 1s
6.30371e-07 1s 1s 1s 1s 1s 1s 1s 1s
6.30859e-07 1s 1s 1s 1s 1s 1s 1s 1s
6.31348e-07 1s 1s 1s 1s 1s 1s 1s 1s
6.31836e-07 1s 1s 1s 1s 1s 1s 1s 1s
6.32324e-07 1s 1s 1s 1s 1s 1s 1s 0s
6.32812e-07 1s 1s 1s 1s 1s 1s 1s 0s
6.33301e-07 1s 1s 1s 1s 1s 1s 1s 0s
6.33789e-07 1s 1s 1s 1s 1s 1s 1s 0s
6.34277e-07 1s 1s 1s 1s 1s 1s 1s 0s
6.34766e-07 1s 1s 1s 1s 1s 1s 1s 0s
6.35254e-07 1s 1s 1s 1s 1s 1s 1s 0s
6.35742e-07 1s 1s 1s 1s 1s 1s 1s 0s
